date,winners_1,winners_2,winners_3,winners_4,winners_5,winners_6,winners_7,winners_8,prize_1,prize_2,prize_3,prize_4,prize_5,prize_6,prize_7,prize_8,rollover_amount,prize_pool,sales,next_jackpot
2017-Aug-02,0,0,23,84,1835,2662,36707,28600,0,0,7402.6,2381.8,192.8,132.9,25,15,3743705.68,6168279.48,7279425,5e+06
2017-Aug-05,1,0,32,70,1816,2561,38944,30616,5233340.2,0,6521.6,3503.2,238.8,169.3,25,15,0,7987333.5,8486942.5,1400000
2017-Aug-09,0,0,18,68,1396,2061,28332,23434,0,0,7387.6,2297.9,197.8,134,25,15,949200.89,2850547.69,5701510,2e+06
2017-Aug-12,0,1,33,86,2024,2815,40040,28801,0,191017.1,3858.9,1837.3,156.2,112.3,25,15,2199066.1,4740723,7582502.5,3500000
2017-Aug-16,0,0,26,44,1582,1871,32974,20958,0,0,5436.3,3774.7,185.6,156.9,25,15,3207974.1,5241303.8,6084640,4500000
2017-Aug-19,0,0,52,146,2503,3808,49452,38195,0,0,3259.1,1364,140.6,92.5,25,15,4417685.19,7299689.19,8183397.5,5500000
2017-Aug-23,0,1,32,69,2242,2399,39590,25412,0,155495.1,3239.5,1864.1,114.8,107.2,25,15,5435122.22,7708388.62,6581245,6500000
2017-Aug-26,0,1,47,86,2738,2676,53155,28206,0,200994.9,2851,1933.2,121.4,124.2,25,15,6750274.16,9668238.65,8466767.5,8e+06
2017-Aug-30,0,0,63,80,2230,2401,38895,26715,0,0,2230.4,2064,130.9,121.6,25,15,7753299.82,10015903.62,6531202.5,9e+06
2017-Sep-02,0,2,62,137,3207,4020,55981,40199,0,108363.9,2330.4,1308.5,111.8,89.2,25,15,9171394.98,12431508.68,9356322.5,1e+07
2017-Sep-06,0,0,26,69,1552,2077,33958,25701,0,0,6735.5,2982.4,234.5,175.2,25,15,10421422.51,12764630.51,7186015,1.2e+07
2017-Sep-09,0,0,44,121,1951,3392,41498,36531,0,0,4123.4,1761.9,193.1,111.1,25,15,11716462.27,14450086.07,8057772.5,1.3e+07
2017-Sep-13,0,0,29,61,1557,2180,31798,23359,0,0,5196.6,2903.1,201.1,143.6,25,15,12792188.69,14891474.89,6350015,1.4e+07
2017-Sep-16,0,1,47,104,2497,3368,47862,33502,0,190510.1,2702.3,1515.2,126.2,93.6,25,15,14038736.11,16843281.3,8102112.5,1.5e+07
2017-Sep-20,0,0,21,102,1900,3122,34300,26936,0,0,5671.1,1372.1,130.3,79.2,25,15,14888838.88,16904258.58,5731015,1.6e+07
2017-Sep-23,0,1,39,104,2282,3518,45573,39272,0,172866.9,2955,1374.9,125.3,81.3,25,15,16019943.02,18751397.52,7725127.5,1.7e+07
2017-Sep-27,0,3,33,87,2102,2217,33568,24730,0,48784.6,2956.7,1391.4,115.2,109.2,25,15,16977567.55,19036941.05,6033977.5,1.8e+07
2017-Sep-30,0,3,50,122,2610,3379,47559,34171,0,73929.3,2957.1,1503.7,140.6,108.6,25,15,18428771.82,21417331.52,8879322.5,2e+07
2017-Oct-04,0,0,46,77,2189,2408,41994,27784,0,0,3910.1,2744.9,170.6,155.2,25,15,19712644.48,22317641.38,7778022.5,2.1e+07
2017-Oct-07,0,0,63,157,2874,3518,49838,37174,0,0,3371.9,1589.9,153.6,125.4,25,15,21228964.54,24377172.14,9329082.5,2.3e+07
2017-Oct-11,0,4,92,182,3585,4314,53689,39963,0,39119.2,1133.9,711.2,72.2,60,25,15,22252824.5,25102405.5,7746962.5,23500000
2017-Oct-14,0,1,59,134,4029,4081,57454,41728,0,221616.4,2504.1,1368,91,89.9,25,15,23702907.82,27051369.02,9596552.5,2.5e+07
2017-Oct-18,0,0,32,80,1941,2602,42300,30909,0,0,5247.2,2466.4,179.7,134,25,15,24901450.48,27485273.58,7565072.5,26500000
2017-Oct-21,0,1,50,137,2400,3960,49204,42932,0,233018.1,3106.9,1406.9,160.6,97.3,25,15,26426136.59,29652072.99,9501692.5,2.8e+07
2017-Oct-25,1,1,45,106,2560,3383,51944,35998,27789306.5,208333.5,3086.4,1625.7,134.6,101.9,25,15,0,30836725.9,8821177.5,1400000
2017-Oct-28,0,2,50,221,2705,6194,52168,49281,0,118325.2,3155.3,885.7,144.8,63.2,25,15,1548453.99,4965168.89,9930052.5,3e+06
2017-Nov-01,0,3,26,128,2334,3820,44746,40355,0,72390.1,5568.6,1403.4,153.9,94.1,25,15,2969444.94,5953673.64,8810180,4400000
2017-Nov-04,1,1,60,148,3411,4767,66784,50327,4535023.9,239267.8,2658.5,1337.3,116,83,25,15,0,8347564.1,10756855,1400000
2017-Nov-08,0,1,41,121,2139,3175,39849,30492,0,122635.1,1994.1,838.3,94.9,63.9,25,15,802427.26,2967733.35,5935237.5,2200000
2017-Nov-11,0,0,48,111,2202,3439,40553,37242,0,0,3143.6,1597.4,142.4,91.2,25,15,1879512.47,4407373.27,7209382.5,3200000
2017-Nov-15,0,0,18,60,1380,1869,27288,20513,0,0,7142.4,2517.9,193.5,142.9,25,15,2797204.82,4600847.12,5442780,4200000
2017-Nov-18,0,1,32,113,2444,2908,42278,31322,0,155651.9,3242.8,1139.4,105.4,88.5,25,15,3815668.06,6245577.36,6896817.5,5200000
2017-Nov-22,0,0,32,69,1554,1796,29057,20267,0,0,3453.2,1881.8,147.7,127.9,25,15,4604437.24,6334448.04,5037347.5,6e+06
2017-Nov-25,0,2,32,94,2375,3167,45206,32785,0,86905.1,3621,1529.5,121,90.8,25,15,5741713.23,8372032.03,7535457.5,7e+06
2017-Nov-29,0,0,29,70,1813,2179,36179,24319,0,0,5271.7,2566.3,175.2,145.7,25,15,6832973.96,9069872.15,6656485,8200000
2017-Dec-02,0,0,47,81,2108,2709,40513,31492,0,0,4158.2,2835.3,192.6,149.9,25,15,8228012.79,10950392.39,8234707.5,9500000
2017-Dec-06,0,1,30,78,1824,2883,35205,30170,0,147369.4,3274.9,1562.8,133.7,84.5,25,15,9192281.54,11379953.64,6304100,10500000
2017-Dec-09,0,0,33,87,1821,2586,38873,31955,0,0,5478.8,2442,206.3,145.3,25,15,10482832.21,13078654.71,7772302.5,11800000
2017-Dec-13,0,2,43,91,1737,2397,33412,26395,0,77239.1,2395,1404.1,147.1,106.6,25,15,11493615.74,13621109.94,6276727.5,12800000
2017-Dec-16,0,0,80,188,2994,4544,51011,43802,0,0,1974.4,987.3,109.6,72.2,25,15,12621096.01,15553184.61,8119252.5,1.4e+07
2017-Dec-20,0,0,26,74,1592,2359,32412,26074,0,0,5503.5,2272.2,186.7,126,25,15,13642466.96,15749571.15,6257050,1.5e+07
2017-Dec-23,1,1,59,175,3564,5825,68800,63152,15424887.4,272407.7,3078,1287.6,126.4,77.4,25,15,0,19672851.7,12060675,1400000
2017-Dec-27,0,2,24,80,1714,2437,33965,29620,0,86588.5,4810.6,1790.5,167.2,117.5,25,15,1133134.07,3431358.77,6862827.5,2500000
2017-Dec-30,1,2,40,89,2699,3422,54884,37599,2786094.1,126311.1,4210.3,2347.8,154.9,122.1,25,15,0,6188068.8,10109755,1500000
2018-Jan-03,0,0,68,153,2709,3886,50780,39220,0,0,2405.1,1256.1,125.4,87.5,25,15,1167407.14,4060670.84,8120910,2500000
2018-Jan-06,0,1,55,120,2787,3908,55810,41687,0,232993.1,2824.2,1606,138.3,98.6,25,15,2691929.62,6064299.62,9794025,4100000
2018-Jan-10,1,2,50,120,2844,3681,51896,38216,4100812.7,107659.9,2870.9,1484.2,125.2,96.8,25,15,0,7220811.1,9057820,1400000
2018-Jan-13,0,2,59,184,3415,5732,64590,56165,0,135017.6,3051.3,1213.9,130.8,77.9,25,15,1766897.46,5790746.75,11581987.5,3300000
2018-Jan-17,0,0,33,142,2905,4303,55775,47497,0,0,6303.8,1721.5,148.8,100.5,25,15,3251803.75,6675827.66,9817080,4900000
2018-Jan-20,0,1,77,126,3748,4698,76166,48897,0,316643.7,2741.5,2078.7,139.8,111.5,25,15,5323669.82,9798727.62,13093572.5,7e+06
2018-Jan-24,0,1,88,181,4888,5526,96424,60968,0,400312.2,3032.7,1829.4,135.5,119.8,25,15,7942996.73,13590766.73,16534492.5,1e+07
2018-Jan-27,1,3,122,327,6813,10683,136427,116397,11698564.8,191321.4,3136.4,1451.9,139.3,88.9,25,15,0,20185340.7,24485215,1400000
2018-Jan-31,1,1,47,108,2407,3480,43110,36726,1289181.9,197025.9,2794.7,1508.9,135.5,93.6,25,15,0,4061036.4,8122117.5,1400000
2018-Feb-03,0,1,46,124,2935,4075,57002,42868,0,224860.1,3258.8,1500,126.8,91.3,25,15,1471306.54,4844346.94,9688240,3e+06
2018-Feb-07,2,1,23,86,1820,2765,38803,32608,1336178.7,183556.8,5320.5,1765.5,166.8,109.8,25,15,0,5196486.7,7450657.5,1400000
2018-Feb-10,0,1,47,114,2421,3072,46346,35216,0,213607.6,3029.9,1549.9,146,115,25,15,1397679.59,4324017.09,8648042.5,2800000
2018-Feb-14,0,0,20,78,1766,2210,36161,26513,0,0,6615.8,1993.3,155.6,124.4,25,15,2342155.49,4481382.49,6167500,3700000
2018-Feb-17,0,1,35,91,2438,3177,47123,29525,0,189994.5,3618.9,1727,128.9,99,25,15,3585329.46,6308873.66,7933122.5,5e+06
2018-Feb-21,1,3,29,87,1501,2327,31028,25204,4507974.7,47002.7,3241.6,1340.7,155.4,100.2,25,15,0,6479810.9,5789200,1400000
2018-Feb-24,0,1,36,89,2077,3007,42245,33259,0,224209,4152,2083.8,178.6,123.3,25,15,1467046.58,4322911.08,8646045,3e+06
2018-Feb-28,0,1,28,74,1666,2429,33780,27436,0,188654.1,4491.8,2108.7,187.4,128.5,25,15,2701450.37,5052293.57,7170207.5,4100000
2018-Mar-03,0,0,55,107,2540,3313,48560,31342,0,0,3759.1,2270.5,169.1,129.7,25,15,4177239.34,7170273.44,8937275,5500000
2018-Mar-07,0,0,52,79,2069,2327,38646,24868,0,0,2652.5,2051.7,138.5,123.1,25,15,5161778.61,7373973.11,6393582.5,6500000
2018-Mar-10,0,0,30,70,1921,2635,42052,29742,0,0,6006.6,3025,194.8,142.1,25,15,6448058.79,9086081.09,7848747.5,7800000
2018-Mar-14,0,1,21,78,1470,2099,30591,24844,0,142325.2,4518.3,1509.3,160.2,112.1,25,15,7379322.46,9342484.26,5789072.5,8800000
2018-Mar-17,0,0,41,79,1966,2460,40134,27518,0,0,4266.9,2602.2,184.9,147.8,25,15,8628073.34,11151811.44,7544507.5,1e+07
2018-Mar-21,1,3,87,253,2939,4330,42318,30596,9171171,27667.2,636,271.4,46.7,31.7,25,15,0,11169571.1,5083205,1400000
2018-Mar-24,0,0,51,75,2338,3020,46899,36281,0,0,4272.3,3413.6,193.6,149.9,25,15,1555273.71,4651205.8,9302337.5,3e+06
2018-Mar-28,0,3,29,64,1571,1788,30740,19961,0,49168.8,3390.9,1906.5,155.3,136.4,25,15,2520439.48,4444072.48,5777965,4e+06
2018-Mar-31,0,0,33,66,1838,2359,35615,28031,0,0,5406.9,3176.7,201.7,157.2,25,15,3794055.32,6234544.62,7427777.5,5200000
2018-Apr-04,0,7,69,2528,2733,4689,41459,32464,0,17745.9,1200.2,40.6,75.2,43.8,25,15,4606861.99,6850868.69,6114065,6e+06
2018-Apr-07,1,2,22,76,1795,2649,37995,31253,5871918.3,96669.4,5858.8,2105.8,178.2,120.8,25,15,0,8412729.7,7611137.5,1400000
2018-Apr-11,0,0,23,76,1545,2167,28815,22456,0,0,5621.5,1999.1,173.8,123.9,25,15,922918.84,2798372.24,5597142.5,2300000
2018-Apr-14,0,3,60,131,2563,3651,46997,36273,0,53030.1,1767.7,1004.5,102.7,72.1,25,15,1963879.25,4606098.25,7366192.5,3300000
2018-Apr-18,0,1,24,73,1884,2359,34924,24872,0,138412.8,3844.8,1568.4,121.5,97,25,15,2869543.92,4918634.12,5909962.5,4300000
2018-Apr-21,1,2,51,114,2212,3638,42918,39847,4083817.6,92788.8,2425.8,1346.5,138.8,84.4,25,15,0,6831339.8,7923475,1400000
2018-Apr-25,1,0,31,72,1800,2415,36203,27832,1084798.7,0,4902.4,2480.3,175.4,130.8,25,15,0,3369511.7,6738690,1400000
2018-Apr-28,0,1,38,103,2477,3375,47894,36420,0,216543.7,3799,1739,144.6,106.1,25,15,1416890.78,4416825.18,8834057.5,2800000
2018-May-02,0,1,25,87,1614,2883,35462,31311,0,190281.4,5074.2,1809.1,195.1,109.2,25,15,2661942.27,5122400.37,7410737.5,4e+06
2018-May-05,0,4,54,143,3391,4502,66218,50178,0,70110.9,3462.3,1622.2,136.8,103.1,25,15,4496943.38,8532490.78,11740772.5,6e+06
2018-May-09,0,4,36,125,2584,3785,50936,40236,0,53479.1,3961.4,1415.5,137,93.4,25,15,5896642.91,9014574.21,9035765,7300000
2018-May-12,0,2,46,120,2583,3732,52601,43774,0,133561.9,3871.4,1841.3,171.1,118.5,25,15,7644490.16,11166482.65,10538920,9e+06
2018-May-16,0,3,35,119,1840,3354,36047,34181,0,46022.5,2629.8,959.7,124.1,68,25,15,8547894.37,10762515.17,6236852.5,1e+07
2018-May-19,0,0,38,104,2072,3378,42387,37984,0,0,4405.2,1891.5,167.8,103,25,15,9742798.58,12431962.78,7767942.5,1.1e+07
2018-May-23,0,2,29,87,1600,2767,30536,29938,0,67950.5,3124.2,1292,140.5,81.2,25,15,10632027.28,12632884.48,5780520,1.2e+07
2018-May-26,0,3,51,126,2956,3645,55133,38083,0,69695.6,2733.2,1372.6,117,94.9,25,15,12000126.88,15162886.98,9061780,13400000
2018-May-30,0,1,38,183,2483,4332,45089,39251,0,141343.4,2479.7,638.9,94.2,54,25,15,12924965.62,15461272.92,6921937.5,14400000
2018-Jun-02,0,1,60,125,3268,3858,59493,42318,0,199449.7,2216.1,1319.8,101,85.5,25,15,14230007.14,17509419.84,9168875,15500000
2018-Jun-06,0,1,37,79,1999,2676,40070,27155,0,158930.3,2863.6,1664.1,131.5,98.3,25,15,15269921.47,17601263.17,6742355,16500000
2018-Jun-09,0,2,74,113,2929,3549,53553,37040,0,89144,1606.2,1305,100.7,83.1,25,15,16436496.52,19365405.52,8191020,17700000
2018-Jun-13,0,1,26,73,1821,2508,34012,27392,0,145066.1,3719.6,1643.8,131.8,95.7,25,15,17385694.72,19488671.22,6104240,18600000
2018-Jun-16,2,3,57,128,2842,3869,48839,36534,9209875.6,52678.3,1848.4,1021.3,92,67.6,25,15,0,21105864.7,7440070,1300000
2018-Jun-20,0,0,30,65,1470,2232,28432,25410,0,0,4379.1,2374.9,185.6,122.2,25,15,937749.56,2861023.46,5722577.5,2300000
2018-Jun-23,1,2,50,166,2949,4138,49192,36287,2030127.3,83474.1,2226,831.9,93.7,66.8,25,15,0,4773315.6,7670390,1300000
2018-Jun-27,0,0,34,122,1868,3107,37189,32048,0,0,4089.9,1339.4,154.6,92.9,25,15,992613.77,3282955.27,6566602.5,2300000
2018-Jun-30,0,3,37,115,2519,3994,51436,44233,0,85137.7,4602.1,1837.1,167.7,105.8,25,15,2663835.6,6095189.41,10205287.5,4100000
2018-Jul-04,0,0,37,82,2408,2549,48400,28938,0,0,4448.8,2358.9,142,134.2,25,15,3838811.15,6524928.36,7722010,5100000
2018-Jul-07,1,0,61,135,2884,3789,52312,43261,5371535.4,0,3520.1,1869,154.7,117.7,25,15,0,8687411.6,9697295,1300000
2018-Jul-11,0,3,32,138,2036,3505,41762,35983,0,58229.1,3639.3,1047.1,141.9,82.5,25,15,1143016.53,3740527.13,7480860,2500000
2018-Jul-14,0,0,49,105,2431,3260,50930,36853,0,0,4746.2,2602.6,198.8,148.2,25,15,2803046.75,6101343.36,9916355,4200000
2018-Jul-18,0,0,29,130,1510,2607,33259,27577,0,0,5881,1541.7,234.6,135.8,25,15,4020452.12,6344828.72,7084242.5,5300000
2018-Jul-21,0,1,45,104,2784,3298,51809,35900,0,230312.3,3412,1831.7,136.9,115.6,25,15,5527433.58,8697886.08,9354172.5,6800000
2018-Jul-25,0,0,38,91,1908,2761,36271,30401,0,0,4085,2004.5,169,116.8,25,15,6635470.79,8980837.09,6906852.5,8e+06
2018-Jul-28,0,0,47,108,2726,3170,52791,35459,0,0,4545.9,2324.7,162.8,140,25,15,8160538.5,11364516.21,9458292.5,9500000
2018-Aug-01,0,1,35,75,2378,2779,45203,31857,0,194847.3,3711.3,2148.9,135.5,116,25,15,9435465.43,12173888.73,8026905,10800000
2018-Aug-04,0,1,57,151,3239,4001,61455,41772,0,223407,2613,1223.8,114.1,92.4,25,15,10897264.39,14356623.49,9842132.5,12200000
2018-Aug-08,0,1,46,105,2099,2916,38058,29241,0,163582.2,2370.7,1288.6,129,92.7,25,15,11967616.62,14306703.22,6819195,13300000
2018-Aug-11,0,0,64,89,2371,2806,44007,30286,0,0,2759,2331.4,154.7,130.8,25,15,13228033.47,15900387.57,7865220,14500000
2018-Aug-15,0,0,15,67,1445,2333,30142,27180,0,0,10354.5,2724,223.3,138.3,25,15,14336685.48,16481083.38,6506092.5,15600000
2018-Aug-18,0,0,52,103,2485,3003,48840,34575,0,0,3344,1983.9,145.4,120.3,25,15,15577916.33,18418350.93,8163140,16800000
2018-Aug-22,0,0,26,104,2216,3201,41361,31701,0,0,5042.7,1481.3,122.9,85.1,25,15,16513773.11,18853230,6550615,17800000
2018-Aug-25,0,0,32,70,2202,2519,39987,29308,0,0,6151.9,3304.7,185.7,162.3,25,15,17918972.04,20604201.94,8181227.5,19300000
2018-Aug-29,0,1,25,53,1428,1972,29768,24636,0,167462.2,4465.6,2613.6,194,140.5,25,15,19014712.59,21100173.59,6362350,20300000
2018-Sep-01,0,0,64,124,2902,3628,52648,37768,0,0,2855.5,1731.9,130.8,104.6,25,15,20319215.5,23358513.5,8688092.5,21600000
2018-Sep-05,0,0,31,81,2072,2538,39191,27978,0,0,4719.1,2122.2,146.7,119.8,25,15,21363449.99,23689100.09,6739397.5,22700000
2018-Sep-08,0,1,27,90,2129,2647,39935,29980,0,201467.3,4974.5,1851.6,156.6,125.9,25,15,22681692.49,25298848.99,7870650,2.4e+07
2018-Sep-12,0,1,27,68,1374,2035,29210,25653,0,156213.5,3857.2,1900.3,188,127,25,15,23703830.62,25725210.92,6087215,2.5e+07
2018-Sep-15,0,3,33,95,2148,2856,42297,30881,0,71861,4355.2,1877,166,124.9,25,15,25114434.89,27885976.89,8364315,26400000
2018-Sep-19,0,0,16,74,1631,2614,32123,29790,0,0,8585.8,2181.5,175,109.2,25,15,26095017.7,28214620.3,6200162.5,27400000
2018-Sep-22,0,0,33,97,1964,2726,38521,28299,0,0,5318.7,2126.2,185.7,133.7,25,15,27347862.84,29846312.34,7502737.5,28600000
2018-Sep-26,0,0,22,86,1463,2659,31270,28147,0,0,6093.4,1831.7,190.3,104.8,25,15,28304748.03,30357356.13,6018797.5,29600000
2018-Sep-29,0,1,69,102,2701,3372,49164,35542,0,210226.1,2031.21,1704.8,128.8,103.1,25,15,29680301.42,32662341.92,8715227.5,3.3e+07
2018-Oct-03,0,3,65,193,3163,4277,54491,40082,0,64961,1998.8,835.3,101.9,75.4,25,15,3.3e+07,36094318.4,8738940,34400000
2018-Oct-06,0,0,51,97,2433,3561,49116,42546,0,0,4455.7,2752.8,194,132.5,25,15,34622076.93,37926612.5,9853225,3.6e+07
2018-Oct-10,0,1,47,101,2613,3036,47388,35817,0,195829.1,2777.7,1603.8,124,106.8,25,15,35903428.12,38761675.68,8279197.5,37100000
2018-Oct-13,0,1,37,86,2342,2928,45750,35610,0,261011.7,4703,2510.4,184.4,147.4,25,15,37611282.23,40803694.37,9800532.5,3.9e+07
2018-Oct-17,0,2,43,130,2477,3239,50530,34883,0,106309,3296.4,1352.9,142,108.6,25,15,39002486.52,42022690.98,8822817.5,40400000
2018-Oct-20,0,1,49,136,2963,3793,57211,42305,0,246757,3357.2,1500.7,137.8,107.6,25,15,40617069.25,44133719.02,10222465,4.2e+07
2018-Oct-24,0,1,42,144,2570,3800,48614,40920,0,178156.1,2827.9,1023.4,114.7,77.6,25,15,41782781.73,44645676.75,8057215,43200000
2018-Oct-27,0,0,42,105,2410,3403,48356,37140,0,0,5102.3,2398.3,184.7,130.8,25,15,43312455.14,46434957.98,9304352.5,44700000
2018-Oct-31,0,1,43,102,2297,3001,44399,31099,0,183179.4,2840,1485.5,131.9,101,25,15,44511036.23,47150388.89,7675867.5,5e+07
2018-Nov-03,0,0,48,106,2520,3459,52534,39174,0,0,5054.7,2689.6,200,145.7,25,15,5e+07,53436659.5,10337207.5,51400000
2018-Nov-07,0,0,58,86,2749,3119,49282,36168,0,0,3072.9,2435.3,134.7,118.7,25,15,51272204.05,54174955,8349910,52600000
2018-Nov-10,0,3,52,150,3089,4316,60121,42134,0,74669.1,2871.8,1235.3,120,85.9,25,15,52737930.31,56172760.3,9801112.5,5.4e+07
2018-Nov-14,0,1,41,95,2260,3068,43536,32666,0,177217.7,2881.7,1543,129.7,95.5,25,15,53897503.4,56504194.06,7532527.5,55300000
2018-Nov-17,0,1,50,128,2515,4005,51821,46053,0,227746.6,3036.6,1471.7,149.8,94.1,25,15,55387697.11,58695509.65,9596012.5,56600000
2018-Nov-21,0,1,33,105,2115,3054,41962,32823,0,183446.5,3706,1445.1,143.5,99.4,25,15,56588025.87,59193863.36,7612332.5,57800000
2018-Nov-24,2,2,41,98,2670,3406,53102,38506,29142137.49,129619,4215.2,2188.1,160.6,125.9,25,15,0,61693635.87,10211220,1300000
2018-Nov-28,0,1,56,93,2468,2872,44284,29373,0,158903.3,1891.7,1413.3,106.5,91.5,25,15,1039737.48,3509337.88,7018927.5,2300000
2018-Dec-01,1,0,39,86,2373,3018,48139,33834,2426391.7,0,4981.1,2654.4,170.1,133.7,25,15,0,5367071.9,8654627.5,1300000
2018-Dec-05,0,1,29,72,1637,2176,34412,24548,0,174268.9,4006.2,2002.1,176.1,132.6,25,15,1140277.79,3380210.99,6759975,2500000
2018-Dec-08,0,0,43,90,2094,2987,42578,33939,0,0,4341.1,2437.2,185.2,129.8,25,15,2472726.94,5227798.64,8175180,3700000
2018-Dec-12,0,3,66,133,2951,3055,45764,27271,0,34943.4,1058.9,652,58.8,56.8,25,15,3158652.28,5320293.68,5694727.5,4400000
2018-Dec-15,0,0,22,80,1872,2841,38623,29795,0,0,7935.5,2564.3,193.7,127.6,25,15,4404820.08,6922163.08,7527520,5700000
2018-Dec-19,0,0,28,72,1469,2489,29044,25650,0,0,5057.7,2311.2,200.2,118.2,25,15,5415666.55,7422832.16,6036215,6700000
2018-Dec-22,0,2,39,108,2028,2876,39492,32953,0,95293.3,3257.9,1459.7,155.5,109.6,25,15,6662714.82,9250165.72,7669032.5,7600000
2018-Dec-26,0,0,19,63,1256,1586,25936,16766,0,0,4921.2,1744,154.7,122.6,25,15,7330145.8,8822157.4,4318387.5,8600000
2018-Dec-29,0,1,33,97,1829,2830,38511,31989,0,196874.3,3977.2,1678.9,178,115.1,25,15,8618335.98,11203216.18,7746315,1e+07
2019-Jan-02,0,0,35,81,2001,2114,35561,21309,0,0,3346.3,1699,121.6,115,25,15,9454340.09,11404171.19,5572052.5,10700000
2019-Jan-05,0,1,49,105,2898,3543,49052,33907,0,158678.4,2158.9,1250,90.6,74.1,25,15,10492606.12,13148320.72,7387795,11700000
2019-Jan-09,0,0,17,73,1343,2151,28013,23541,0,0,8347.7,2284.4,219.5,137.1,25,15,11505569.94,13457372.64,5929385,12700000
2019-Jan-12,0,3,24,88,1902,3039,37013,34491,0,62428.9,5202.4,1760.4,162.9,101.9,25,15,12731025.34,15260284.74,7509740,1.4e+07
2019-Jan-16,0,1,22,68,1609,2009,32536,23801,0,156467.7,4741.4,1903.3,160.9,128.9,25,15,13754827.01,15833293.11,6204232.5,1.5e+07
2019-Jan-19,1,0,52,78,2630,3066,45003,33777,14981739.2,0,3305.5,2589.5,135.8,116.5,25,15,0,17701679.2,7893317.5,1300000
